episode,step,cart_position,pole_angle,cart_velocity,pole_angular_velocity,action_idx,action_value,q_estimated,reward,mc_return,bias
0,0,0.1146358847618103,-0.07018101215362549,0.16646873950958252,0.02704480290412903,3,0.5,37.58974211335659,0.99029141664505,38.91577978844837,-1.3260376750917757
0,1,0.11641456186771393,-0.06981465965509415,0.18777967989444733,0.04924456402659416,3,0.5,37.58974211335659,0.9899817705154419,38.30857411293265,-0.7188319995760537
0,2,0.11839742958545685,-0.06923961639404297,0.20751634240150452,0.06908199936151505,3,0.5,37.58974211335659,0.989711344242096,37.69554782062344,-0.10580570726684613
0,3,0.12056948244571686,-0.06847810000181198,0.22580762207508087,0.08678674697875977,3,0.5,37.58974211335659,0.9894747138023376,37.0766025013953,0.513139611961293
0,4,0.12291698157787323,-0.0675501599907875,0.24277150630950928,0.10256832093000412,3,0.5,37.58974211335659,0.9892665147781372,36.45164422989188,1.1380978834647095
0,5,0.12542729079723358,-0.06647388637065887,0.25851598381996155,0.11661774665117264,3,0.5,37.58974211335659,0.9890821576118469,35.82058355061994,1.7691585627366493
0,6,0.12808877229690552,-0.06526550650596619,0.27313992381095886,0.1291092187166214,3,0.5,37.58974211335659,0.9889168739318848,35.18333474041222,2.406407372944372
0,7,0.13089074194431305,-0.063939668238163,0.2867339551448822,0.1402018815279007,3,0.5,37.58974211335659,0.9887667894363403,34.539816026747815,3.049926086608778
0,8,0.13382340967655182,-0.06250947713851929,0.29938119649887085,0.15004093945026398,3,0.5,37.58974211335659,0.988628089427948,33.889948724557044,3.6997933887995487
0,9,0.13687776029109955,-0.060986652970314026,0.3111577033996582,0.1587589532136917,3,0.5,37.58974211335659,0.9884975552558899,33.233657207201105,4.356084906155488
0,10,0.14004544913768768,-0.05938168987631798,0.3221333622932434,0.16647708415985107,3,0.5,37.58974211335659,0.9883719086647034,32.5708683352982,5.018873778058392
0,11,0.14331886172294617,-0.05770391225814819,0.33237218856811523,0.17330606281757355,3,0.5,37.58974211335659,0.9882485866546631,31.90151154205404,5.6882305713025545
0,12,0.1466909945011139,-0.05596161261200905,0.341933012008667,0.17934708297252655,3,0.5,37.58974211335659,0.9881250262260437,31.225518136767047,6.364223976589546
0,13,0.15015536546707153,-0.05416210740804672,0.350869745016098,0.18469269573688507,3,0.5,37.58974211335659,0.9879989624023438,30.542821323778792,7.0469207895778005
