episode,step,cart_position,pole_angle,cart_velocity,pole_angular_velocity,action_idx,action_value,q_estimated,reward,mc_return,bias
0,0,-0.021918028593063354,-0.19611158967018127,-0.02864837646484375,-0.14433464407920837,2,0.0,17.502695510832698,0.9594553112983704,20.139729079403878,-2.63703356857118
0,1,-0.022267982363700867,-0.19787243008613586,-0.036400824785232544,-0.1856110841035843,2,0.0,17.502695510832698,0.9583109021186829,19.374013907177282,-1.8713183963445843
0,2,-0.02269277162849903,-0.20004390180110931,-0.04365731403231621,-0.22640374302864075,2,0.0,17.502695510832698,0.9569977521896362,18.601720207129897,-1.0990246962971995
0,3,-0.023187773302197456,-0.2026221752166748,-0.05047100782394409,-0.2668534815311432,2,0.0,17.502695510832698,0.9555094242095947,17.822951974687133,-0.3202564638544345
0,4,-0.023748867213726044,-0.2056047022342682,-0.05689080059528351,-0.307094007730484,2,0.0,17.502695510832698,0.9538383483886719,17.037820758058118,0.46487475277458046
0,5,-0.024372396990656853,-0.20899026095867157,-0.06296157091856003,-0.34725266695022583,2,0.0,17.502695510832698,0.9519751667976379,16.246446878453987,1.2562486323787105
0,6,-0.025055138394236565,-0.21277891099452972,-0.06872448325157166,-0.38745078444480896,2,0.0,11.216372648939513,0.9499088525772095,15.448961324905403,-4.232588675965889
0,7,-0.025794249027967453,-0.21697181463241577,-0.07421720772981644,-0.4278043508529663,2,0.0,11.216372648939513,0.9476279616355896,14.645507547806256,-3.4291348988667423
0,8,-0.026587259024381638,-0.22157128155231476,-0.07947410643100739,-0.46842432022094727,2,0.0,11.216372648939513,0.945118248462677,13.836242006232997,-2.6198693572934832
0,9,-0.02743200771510601,-0.22658076882362366,-0.08452652394771576,-0.5094170570373535,2,0.0,11.216372648939513,0.9423649311065674,13.02133712906093,-1.8049644801214164
0,10,-0.02832663431763649,-0.23200470209121704,-0.08940282464027405,-0.550885021686554,2,0.0,11.216372648939513,0.9393508434295654,12.20098201813572,-0.9846093691962068
0,11,-0.029269549995660782,-0.23784853518009186,-0.09412866830825806,-0.5929266810417175,2,0.0,11.216372648939513,0.9360575079917908,11.375385024955712,-0.15901237601619833
0,12,-0.030259396880865097,-0.24411867558956146,-0.09872706979513168,-0.6356372237205505,2,0.0,11.216372648939513,0.9324644804000854,10.544775269660526,0.6715973792789871
0,13,-0.031295035034418106,-0.2508224844932556,-0.10321848839521408,-0.6791082620620728,2,0.0,11.216372648939513,0.9285494089126587,9.709404837636809,1.5069678113027045
0,14,-0.0323755145072937,-0.2579681873321533,-0.107620969414711,-0.7234284281730652,2,0.0,11.216372648939513,0.9242879152297974,8.869550938105203,2.346821710834311
0,15,-0.033500052988529205,-0.265564888715744,-0.11195015907287598,-0.7686836123466492,1,-0.5,6.994391343754064,0.9188522696495056,8.025518204924653,-1.0311268611705895
0,16,-0.03487366437911987,-0.273928701877594,-0.15237441658973694,-0.8687755465507507,1,-0.5,6.994391343754064,0.912756085395813,7.178450439671867,-0.184059095917803
0,17,-0.03663584589958191,-0.28327852487564087,-0.18998567759990692,-0.9657886028289795,1,-0.5,6.994391343754064,0.9059555530548096,6.328984196238438,0.6654071475156256
0,18,-0.038759708404541016,-0.293586403131485,-0.22500018775463104,-1.0601842403411865,1,-0.5,6.994391343754064,0.8984014391899109,5.477806710286494,1.5165846334675699
0,19,-0.04122040793299675,-0.30482885241508484,-0.2576143145561218,-1.1523890495300293,1,-0.5,6.994391343754064,0.8900385499000549,4.6256618899965485,2.368729453757515
0,20,-0.043994951993227005,-0.3169863820075989,-0.2880053222179413,-1.2427982091903687,2,0.0,3.1852329633261505,0.8816225528717041,3.773356909188377,-0.5881239458622267
0,21,-0.0468595027923584,-0.3297465741634369,-0.2807385325431824,-1.2796285152435303,4,1.0,3.4419355685322555,0.8742241263389587,2.9209437942592658,0.5209917742729897
0,22,-0.0492536723613739,-0.34230849146842957,-0.2034568041563034,-1.216209053993225,2,0.0,3.1852329633261505,0.8651605248451233,2.067393603959906,1.1178393593662443
0,23,-0.05131400749087334,-0.3548901081085205,-0.20315410196781158,-1.26686429977417,4,1.0,3.4419355685322555,0.8570253849029541,1.2143768475906898,2.2275587209415657
0,24,-0.0529734268784523,-0.3674160838127136,-0.13282707333564758,-1.2180931568145752,2,0.0,3.1852329633261505,0.8471533060073853,0.3609610734219553,2.824271889904195
0,25,-0.05436159670352936,-0.3800920248031616,-0.1382821649312973,-1.280597448348999,2,0.0,-0.4040317739256828,0.8364516496658325,-0.491103265237808,0.08707149131212522
